Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Aprendizaje Híbrido: un nuevo modelo para el futuro del aprendizaje,https://docs.microsoft.com/en-us/learn/modules/aprendizaje-hibrido-nuevo-modelo-para-futuro/,13,6,16,0.00%,2,0,,,0.096944444,1.938888889,66,,,,,office-teams;office-365,k-12-educator;school-leader,beginner,abdewees,mec-sa
Architect full-stack applications and automate deployments with GitHub,https://docs.microsoft.com/en-us/learn/modules/automate-deployments-github-actions-azure/,6,790,"3,310",38.50%,401,77,82,,52.1625,7.943527919,44,5,4,36,26,azure-sql-database;github;vs-code;azure-functions;azure-logic-apps;azure-app-service-static;azure-web-apps;azure-devops,developer;database-administrator;solution-architect;devops-engineer;data-engineer,intermediate,chnoring,amthomas46
Architect modern applications using Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/create-foundation-modern-apps/,8,"1,556","7,260",18.57%,949,88,96,,177.9738889,13.74315744,49,4.6,5,124,69,azure-sql-database;github;vs-code;azure-blob-storage;azure-devops,developer;database-administrator;solution-architect;devops-engineer;student;data-engineer,intermediate;beginner;advanced,antho,amthomas46
Assemble learners and staff with Microsoft Teams meetings,https://docs.microsoft.com/en-us/learn/modules/assemble-learners-staff-microsoft-teams-meetings/,10,362,"3,960",86.08%,316,136,143,3,23.11416667,7.662154696,53,4.818181818,11,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Assemble to order in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assemble-to-order-dynamics-365-business-central/,5,146,680,52.17%,92,24,26,,21.13277778,17.36940639,47,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Assemble to stock in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assemble-to-stock-dynamics-365-business-central/,4,146,448,52.38%,84,22,22,,7.552222222,6.207305936,31,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Assess and convert SQL Server databases using the Data Migration Assistant (DMA),https://docs.microsoft.com/en-us/learn/modules/assess-convert-sql-server-databases-using-dma/,9,366,"2,134",46.08%,205,47,55,,31.54972222,10.40100733,39,5,1,36,26,sql-server,administrator,beginner,markohot,wwlpublish
Assess your existing software development process,https://docs.microsoft.com/en-us/learn/modules/assess-your-development-process/,5,"8,306","43,865",49.34%,"7,754","1,899","1,628",16,1172.930278,17.05253614,16,4.828571429,210,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Assign an asset to an insurance policy in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assign-asset-insurance-policy/,7,102,642,78.79%,66,26,23,,3.637222222,4.279084967,36,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Assign and assess learners with assignments and forms in Teams,https://docs.microsoft.com/en-us/learn/modules/assign-assess-learners-with-assignments-forms-teams/,10,380,"4,226",78.23%,294,115,120,4,19.40388889,6.12754386,60,4.866666667,15,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Assistant studio tutorials for Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/modules/sales-insights-lab/,12,216,"1,176",36.21%,116,21,20,,14.79333333,8.218518519,129,5,1,,,dynamics-365;dynamics-sales;dynamics-sales-insights,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Audit the security of Windows Server IaaS Virtual Machines,https://docs.microsoft.com/en-us/learn/modules/audit-security-of-windows-server-iaas-virtual-machines/,8,"6,083","59,850",90.46%,"5,773","2,607","3,305",1,541.1083333,10.69736409,45,4.88028169,142,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
Authenticate and authorize multi-tenant apps using Azure Active Directory (Azure AD),https://docs.microsoft.com/en-us/learn/modules/cna-set-up-azure-ad-use-scale/,9,340,"1,384",34.88%,172,30,30,,9.263333333,3.269411765,103,4.5,2,,,azure;azure-active-directory,administrator;developer;solution-architect;student,intermediate,jasdeb,mpolicht
Authenticate and authorize user identities on GitHub,https://docs.microsoft.com/en-us/learn/modules/authenticate-authorize-user-identities-github/,7,100,684,68.75%,64,22,24,1,10.1,12.12,33,,,,,github,devops-engineer;administrator;developer;solution-architect,intermediate,aastewar,a-a-ron
Authenticate apps to Azure services by using service principals and managed identities for Azure resources,https://docs.microsoft.com/en-us/learn/modules/authenticate-apps-with-managed-identities/,8,"1,585","9,384",57.20%,974,278,301,1,262.0202778,19.90027426,66,4.714285714,14,143,129,azure,developer;solution-architect,intermediate,jaboes,jboeshart
Authenticate users with Azure Static Web Apps,https://docs.microsoft.com/en-us/learn/modules/publish-static-web-app-authentication/,7,979,"5,156",21.86%,623,68,57,,104.4725,12.81871166,24,4.5,2,59,49,vs;azure;azure-functions;azure-app-service;azure-app-service-static,developer,beginner,chnoring,sinedied
Authenticate your Azure deployment pipeline by using service principals,https://docs.microsoft.com/en-us/learn/modules/authenticate-azure-deployment-pipeline-service-principals/,8,593,"2,628",32.60%,363,59,67,,86.83194444,17.60106982,34,4.5,2,,,azure;azure-active-directory;azure-devops;azure-resource-manager,developer;administrator;solution-architect,intermediate,jodowns,johndowns
Authentication and user management in Power Apps portals,https://docs.microsoft.com/en-us/learn/modules/authentication-user-management/,8,"7,838","68,828",85.58%,"7,099","3,032","3,389",2,644.1352778,9.876850669,23,4.752808989,89,,,power-platform;power-apps,maker;functional-consultant;administrator,intermediate,dbeasley,DaveBeasley
Author a basic formula that uses tables and records in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/modules/author-basic-formula-tables-records-powerapps/,9,"2,512","13,706",29.37%,"1,789",262,223,,294.1966667,14.09888179,58,4.666666667,27,,,power-platform;power-apps,business-user;maker;functional-consultant,intermediate,dbeasley,DaveBeasley
Author a guide in Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/modules/author-guides/,26,318,"3,460",33.04%,224,37,38,,39.455,14.88867925,211,5,1,,,dynamics-365;dynamics-guides;hololens,functional-consultant;solution-architect;business-user,intermediate,cstorega,cstorega
Author complex queries with the Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/author-complex-queries-azure-cosmos-db-sql-api/,8,86,686,76.32%,76,29,31,1,3.879444444,5.413178295,49,5,2,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Automate an approval process in Power Automate,https://docs.microsoft.com/en-us/learn/modules/approvals-power-automate/,7,721,"4,096",45.86%,533,122,121,,71.87166667,12.01197772,17,4.6,5,,,power-platform;power-automate,maker,beginner,dbeasley,DaveBeasley
Automate Azure Functions deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-azure-functions/,6,"2,343","9,760",28.23%,"1,597",225,230,,214.4841667,11.01802226,46,4.4375,16,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate Azure tasks using scripts with PowerShell,https://docs.microsoft.com/en-us/learn/modules/automate-azure-tasks-with-powershell/,9,"22,698","207,444",64.57%,"18,763","6,016","6,555",37,4807.728333,25.55942761,71,4.757105943,387,"4,671","3,486",azure,developer;administrator,beginner,chrvaw,cryophobia
Automate Azure Virtual Desktop management tasks,https://docs.microsoft.com/en-us/learn/modules/automate-azure-virtual-desktop-management-tasks/,7,,,,,,1,,,,38,,,,,azure;azure-virtual-desktop;azure-virtual-machines,administrator;solution-architect,intermediate,bradj,wwlpublish
Automate business process flows with client script,https://docs.microsoft.com/en-us/learn/modules/automate-business-process-flow-client-script-power-platform/,6,530,"2,134",33.33%,307,51,41,,51.38083333,11.67746212,37,5,1,,,dynamics-365;power-platform;power-apps;common-data-service,developer,intermediate,dbeasley,DaveBeasley
Automate cloud resource management,https://docs.microsoft.com/en-us/learn/modules/cmu-orchestration/,7,"1,430","5,840",35.03%,628,110,116,4,203.9969444,17.14260037,55,4.8,10,,,azure,administrator;student,beginner,chnoring,softchris
Automate data cleaning with Power Query,https://docs.microsoft.com/en-us/learn/modules/automate-data-cleaning-power-query/,7,"5,432","22,247",23.29%,"3,095",360,336,3,545.3127778,12.08226243,89,4.928571429,28,,,power-platform;power-bi;power-query,business-user;business-analyst,beginner,robde,heyrob
Automate Deployment of SAP on Azure,https://docs.microsoft.com/en-us/learn/modules/automate-deployment-of-sap-azure/,7,154,422,25.81%,62,8,9,,4.879444444,3.802164502,42,5,1,,,azure;azure-clis;azure-cloud-shell;azure-resource-manager;azure-sap,administrator;functional-consultant,advanced,eric,wwlpublish
Automate development tasks by using GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/github-actions-automate-tasks/,7,"5,404","21,581",42.18%,"3,150",663,690,8,358.7563889,7.981232233,49,4.764705882,34,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,jumcn,jamcneil
Automate DevOps processes by using GitHub Apps,https://docs.microsoft.com/en-us/learn/modules/automate-devops-github-apps/,6,"2,678","14,974",77.60%,"2,102",814,796,,196.8030556,8.845081149,43,4.761904762,42,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,aastewar,a-a-ron
Automate Docker container deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-docker/,6,"1,625","7,146",38.17%,"1,051",200,212,,144.6963889,10.71825103,46,4.785714286,14,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate Dynamics 365 Customer Voice surveys with Power Automate,https://docs.microsoft.com/en-us/learn/modules/automate-customer-voice-surveys/,9,634,"2,850",19.37%,383,37,35,2,68.48583333,13.00363924,53,,,,,dynamics-365;customer-voice,functional-consultant;business-user,intermediate,dbeasley,DaveBeasley
Automate email handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/automating-email-handling/,7,200,752,33.80%,142,24,24,,4.008055556,2.404833333,31,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Automate GitHub by using GitHub Script,https://docs.microsoft.com/en-us/learn/modules/automate-github-using-github-script/,5,"2,355","12,620",78.50%,"1,973",774,838,1,118.6513889,6.05364229,25,4.815789474,38,,,github;azure,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate inspection of health,https://docs.microsoft.com/en-us/learn/modules/automate-inspection-health/,7,2,16,0.00%,2,0,1,,0.165833333,9.95,15,,,,,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,advanced,lumac,wwlpublish
Automate IoT devices management with Azure IoT Hub,https://docs.microsoft.com/en-us/learn/modules/automate-iot-devices-management-with-azure-iot-hub/,9,928,"6,302",58.37%,494,143,153,1,148.8497222,19.33113276,53,4.4,5,123,90,azure-iot;azure-iot-hub,developer,intermediate,cahowd,ChrisHowd
Automate Java container deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-java-containers/,6,172,466,24.32%,75,9,9,,5.811388889,4.102156863,56,,,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate machine learning model selection with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/automate-model-selection-with-azure-automl/,7,"1,391","9,684",62.21%,"1,143",354,377,3,140.2616667,12.16141618,25,4.75,16,,,azure;azure-machine-learning,data-scientist;student,beginner,gmalc,wwlpublish
Automate Microsoft Cloud App Security with Power Automate,https://docs.microsoft.com/en-us/learn/modules/microsoft-cloud-app-security-power-automate/,7,182,658,33.96%,106,18,18,,6.212777778,4.096336996,38,5,1,,,m365-ems-cloud-app-security,administrator,advanced,beccarobins,beccarobins
Automate multi-container Kubernetes deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-kubernetes/,6,"1,019","5,400",47.80%,730,174,190,,126.4813889,14.93874672,56,4.888888889,18,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate Node.js deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-nodejs/,6,920,"2,802",10.13%,458,23,28,,92.07888889,12.06273654,44,5,3,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate Power BI administration,https://docs.microsoft.com/en-us/learn/modules/power-bi-admin-automate/,9,758,"3,696",33.33%,410,68,65,,42.70944444,6.797259063,12,5,4,,,power-platform;power-bi,administrator,intermediate,robde,heyrob
Automate Python deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-python/,6,653,"2,356",27.44%,330,45,29,,45.41416667,8.384153846,46,4.714285714,7,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner,thpetche,tpetchel
Automate repetitive tasks using loops in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-loops/,8,"2,511","11,124",22.31%,"1,580",176,174,,212.4230556,10.16378256,45,4.846153846,13,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Automate repetitive tasks using loops in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/loops/,8,112,620,67.65%,68,23,23,,2.299444444,2.463690476,43,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Automate scheduling with Microsoft Bookings,https://docs.microsoft.com/en-us/learn/modules/automate-scheduling-microsoft-bookings/,11,371,"2,494",41.18%,238,49,49,3,22.00166667,7.135675676,56,5,8,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Automate self-healing with Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/modules/defender-self-healing/,5,330,"1,638",72.36%,246,89,90,,20.42777778,7.428282828,11,5,10,,,m365;m365-ems-cloud-app-security;m365-security-center,security-engineer;security-operations-analyst,beginner,beccarobins,beccarobins
Automate system and services actions in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/system-services-actions/,5,106,400,64.52%,62,20,23,,4.989166667,5.648113208,38,4,2,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
"Automate system, workstation and services actions in Power Automate for desktop",https://docs.microsoft.com/en-us/learn/modules/pad-system-services-actions/,5,"1,139","4,390",37.37%,779,145,121,,34.39361111,3.639535567,22,4.666666667,6,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Automate the configuration of Windows Server IaaS Virtual Machines,https://docs.microsoft.com/en-us/learn/modules/automate-configuration-of-windows-server-iaas-virtual-machines/,8,448,"2,314",59.63%,218,65,53,,47.03611111,12.59895833,49,5,4,,,azure;azure-clis;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate,tonyj,wwlpublish
