Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Develop data insights and business integrations,https://docs.microsoft.com/en-us/learn/paths/develop-data-insights-business-integrations/,5,127,"1,083",63.16%,19,12,13,2180,10.1984252,1,201,learn.wwl.develop-data-insights-business-integrations,developer,azure;azure-clis;azure-event-grid;azure-iot-hub;azure-iot-sdk;azure-logic-apps;azure-portal;azure-storage;azure-time-series-insights,intermediate,cahowd,wwlpublish
"Enforce security, privacy, and compliance in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/m365-teams-security/,8,"1,728","33,270",62.11%,636,395,399,2180,14.32059221,876,177,learn-m365.teams-security,administrator,office-teams,intermediate,teleary,lizap
SC-300: Implement an identity management solution,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,4,"14,585","277,271",61.98%,"4,792","2,970","3,558",2180,41.68224889,"1,423",218,learn.wwl.implement-identity-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,roberts,wwlpublish
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,"20,427","1,038,134",61.97%,"6,405","3,969","7,362",2180,42.236331,"5,296",445,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner,cstorega,cstorega
Manage your Microsoft 365 messaging environment,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-messaging-environment/,5,134,"2,040",59.26%,54,32,34,2180,15.25982587,13,159,learn.wwl.manage-your-microsoft-365-messaging-environment,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Implement network security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,5,"28,916","304,630",58.15%,"1,895","1,102","1,181",2180,28.01292018,"8,699",310,learn.security.implement-network-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-application-gateway;azure-expressroute;azure-virtual-network;azure-vpn-gateway,beginner;intermediate,adsteven,adrianstevens
Manage recipient objects and resources in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-recipient-objects-resources-microsoft-365/,3,70,"1,002",55.56%,27,15,17,2180,18.41,2,124,learn.wwl.manage-recipient-objects-resources-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Build low touch IoT solutions by using Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/build-low-touch-iot-solutions-by-using-azure-iot-central/,4,58,951,54.84%,31,17,20,2180,13.97327586,7,83,learn.wwl.build-low-touch-iot-solutions-by-using-azure-iot-central,developer,azure;azure-iot-central,intermediate,cahowd,wwlpublish
Implement virtual machine host security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-host-security/,6,"32,265","274,940",54.67%,"1,081",591,655,2180,13.98539646,"6,089",364,learn.security.implement-host-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-virtual-machines,beginner;intermediate,adsteven,adrianstevens
Use Connected Customer Service with Dynamics 365,https://docs.microsoft.com/en-us/learn/paths/use-connected-customer-service/,2,149,888,54.55%,33,18,18,2180,14.06812081,4,99,learn-dynamics.use-connected-customer-service,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Microsoft 365 - Modernize your enterprise deployment with Windows devices and Microsoft 365 ProPlus,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,"10,983","227,517",54.43%,"5,660","3,081","3,674",2180,28.76369389,"8,476",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate,teleary,lizap
SC-200: Mitigate threats using Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,"16,391","459,445",54.18%,"6,567","3,558","4,468",2180,43.52042991,"2,004",406,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate,bneeb,wwlpublish
Extend Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/extend-customer-service/,2,356,"1,977",54.05%,37,20,22,2180,15.73604869,5,79,learn-dynamics.extend-customer-service,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Learn how Microsoft supports cloud adoption as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-cloud-adoption-cybersecurity/,2,"25,162","282,917",53.93%,178,96,105,2180,34.59628342,261,91,learn-m365.cybersecurity-secure-cloud-adoption,administrator;security-operations-analyst;security-engineer,m365;azure,beginner,beccarobins,lizap
Deploy and configure Microsoft Edge and Microsoft Search for all your devices,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-microsoft-edge-search-for-devices/,5,"1,282","8,274",53.49%,86,46,51,2180,6.501612064,258,104,learn.wwl.deploy-configure-microsoft-edge-search-for-devices,administrator,m365;office-365,intermediate,ceperezb,wwlpublish
Manage permissions and administration for Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,"4,602","53,388",53.00%,"2,951","1,564","1,519",2180,26.38152615,"2,340",117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,kschimke,KevSch
Manage the lifecycle of your projects on GitHub,https://docs.microsoft.com/en-us/learn/paths/manage-project-lifecycle-github/,6,"6,528","57,086",52.98%,"1,374",728,743,2180,15.22109886,"1,415",358,learn.manage-project-lifecycle-github,devops-engineer;administrator;developer;solution-architect,github,intermediate,thpetche,tpetchel
Deploy and manage compute resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-compute-resources/,14,"52,677","654,292",52.69%,577,304,218,2180,22.26298638,"1,286",681,learn.azure-admin-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,cwatson,cwatson-cat
Learn computing fundamentals with Altair 8800 and Azure Sphere,https://docs.microsoft.com/en-us/learn/paths/altair-azure-sphere-computing-fundamentals/,8,63,"1,318",52.17%,23,12,13,2180,25.67248677,4,199,learn.altair-azure-sphere-computing-fundamentals,student;developer,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,beginner,chnoring,gloveboxes
AZ-104: Implement and manage storage in Azure,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,9,"57,862","1,830,597",51.62%,"19,949","10,297","10,581",2180,53.99201693,"7,909",284,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,cynthist,wwlpublish
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,"18,244","472,381",49.66%,"8,343","4,143","5,050",2180,40.59730688,"2,470",177,learn.endpoint-manager-fundamentals,administrator,mem,beginner,erikre,Erikre
"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft security solutions",https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-security-solutions/,6,"9,201","222,546",49.61%,"4,576","2,270","2,569",2180,35.80364453,"1,857",133,learn.wwl.describe-capabilities-of-microsoft-security-solutions,business-user;student,azure;m365,beginner,ceperezb,wwlpublish
Manage role-based permissions in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-role-based-permissions-microsoft-365/,3,87,871,48.65%,37,18,17,2180,11.33295019,4,97,learn.wwl.manage-role-based-permissions-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Execute queries in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/execute-queries-azure-cosmos-db-sql-api/,2,77,872,48.15%,54,26,27,2180,7.4495671,14,110,learn.wwl.execute-queries-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Get started with Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/get-started-azure-cosmos-db-sql-api/,2,50,366,47.83%,23,11,14,2180,13.96766667,10,56,learn.wwl.get-started-azure-cosmos-db-sql-api,data-engineer;developer,azure;azure-cosmos-db,intermediate,calopez,wwlpublish
Manage the transport pipeline in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-transport-pipeline-microsoft-365/,3,55,542,46.88%,32,15,18,2180,18.37666667,16,85,learn.wwl.manage-transport-pipeline-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Microsoft Azure AI Fundamentals: Explore conversational AI,https://docs.microsoft.com/en-us/learn/paths/explore-conversational-ai/,1,"4,872","25,601",46.58%,"3,761","1,752","1,953",2180,10.31110427,"2,964",29,learn.wwl.explore-conversational-ai,ai-engineer;data-scientist;developer;solution-architect;student,azure-bot-service;azure-cognitive-services,beginner,gerryo,wwlpublish
Build community-driven software projects on GitHub,https://docs.microsoft.com/en-us/learn/paths/build-community-driven-projects-github/,7,"6,675","60,870",46.53%,980,456,482,2180,14.37509363,885,361,learn.build-community-driven-projects-github,devops-engineer;developer;solution-architect,github,beginner,thpetche,tpetchel
Implement a data modeling and partitioning strategy for Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/implement-modeling-partitioning-azure-cosmos-db-sql-api/,2,50,589,45.83%,24,11,13,2180,30.899,5,108,learn.wwl.implement-modeling-partitioning-azure-cosmos-db-sql-api,data-engineer;developer,azure;azure-cosmos-db,intermediate,calopez,wwlpublish
AZ-204: Instrument solutions to support monitoring and logging,https://docs.microsoft.com/en-us/learn/paths/az-204-instrument-solutions-support-monitoring-logging/,1,181,"1,242",45.26%,137,62,70,2180,12.00653775,26,27,learn.wwl.az-204-instrument-solutions-to-support-monitoring-logging,developer,azure-application-insights,intermediate,jeffko,wwlpublish
Manage your education devices with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-manage-education-devices/,5,"4,389","23,226",44.89%,274,123,137,2180,9.141330599,223,105,learn-m365-pr.m365-manage-education-devices,administrator,m365;mem-intune,beginner,teleary,IanKensey
Implement threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,"1,502","17,101",43.96%,414,182,209,2180,20.7593431,191,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Accessibility fundamentals,https://docs.microsoft.com/en-us/learn/paths/accessibility-fundamentals/,4,"9,145","223,384",43.87%,"8,037","3,526","3,602",2180,17.20892109,"4,241",145,learn.accessibility-fundamentals,administrator;student,m365,beginner,erzelman,erzelman
Manage message hygiene in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-message-hygiene-microsoft-365/,3,128,964,42.50%,40,17,18,2180,8.056510417,13,134,learn.wwl.manage-message-hygiene-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Manage an Azure Cosmos DB SQL API solution using DevOps practices,https://docs.microsoft.com/en-us/learn/paths/manage-cosmos-db-sql-api-solution-using-devops-practices/,2,51,607,42.11%,19,8,10,2180,16.59444444,3,84,learn.wwl.manage-cosmos-db-sql-api-solution-using-devops-practices,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Build a QnA solution,https://docs.microsoft.com/en-us/learn/paths/build-qna-solution/,1,"1,054","9,189",42.09%,955,402,438,2180,13.34977862,133,36,learn.wwl.build-qna-solution,ai-engineer;developer,azure-cognitive-services;azure-qna-maker,intermediate,gmalc,wwlpublish
Ensure business continuity and implement disaster recovery for SAP solutions on Azure?,https://docs.microsoft.com/en-us/learn/paths/ensure-business-continuity-implement-disaster-recovery/,3,83,"1,397",41.94%,31,13,15,2180,26.25281124,15,263,learn.wwl.ensure-business-continuity-implement-disaster-recovery,administrator;solution-architect,azure,advanced,eric,wwlpublish
Microsoft Azure AI Fundamentals: Explore decision support,https://docs.microsoft.com/en-us/learn/paths/explore-fundamentals-of-decision-support/,1,"1,111","6,885",41.93%,"1,035",434,468,2180,13.19515452,105,38,learn.wwl.explore-fundamentals-of-decision-support,ai-engineer;student,azure-anomaly-detector,beginner,gerryo,wwlpublish
Identify guiding principles for responsible AI in government,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-government-principles/,3,"1,774","11,181",41.91%,136,57,61,2180,11.66737129,439,175,learn.responsible-ai-business-principles-government,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Manage compliance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-compliance-microsoft-365/,4,126,"1,296",41.54%,65,27,28,2180,14.22433862,16,144,learn.wwl.manage-compliance-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 business management capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,5,"24,648","336,669",41.45%,"5,962","2,471","2,821",2180,24.01861814,"6,022",135,learn.wwl.m365-business-management-solutions,business-owner;business-user,m365;office-365,beginner,dahans,wwlpublish
Identify principles and practices for responsible AI,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-business-principles/,3,"1,902","12,347",41.37%,336,139,147,2180,12.27709429,907,168,learn.responsible-ai-business-principles,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,"4,204","41,708",41.33%,150,62,68,2180,11.87149937,495,141,learn-m365.m365-cloud-security,administrator,m365,intermediate,beccarobins,IanKensey
Microsoft Azure AI Fundamentals: Explore knowledge mining,https://docs.microsoft.com/en-us/learn/paths/explore-fundamentals-of-knowledge-mining/,1,"1,308","9,155",40.26%,991,399,454,2180,21.24146279,102,46,learn.wwl.explore-fundamentals-of-knowledge-mining,ai-engineer;student,azure-search,beginner,robmcm,wwlpublish
