Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
SQL Server on Linux,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-on-linux/,4,"4,183","24,366",8.86%,271,24,26,1757,12.74269264,"1,222",184,learn-sqlserver.sql-server-on-linux,data-engineer,sql-server,intermediate
Write advanced Transact-SQL queries,https://docs.microsoft.com/en-us/learn/paths/write-advanced-transact-sql-queries/,4,909,"7,438",8.83%,623,55,61,1757,22.71927026,140,207,learn.wwl.write-advanced-transact-sql-queries,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced
Work with Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/paths/work-sales-insights/,3,646,"4,268",8.79%,239,21,22,1757,20.03343653,373,260,learn-dynamics.work-sakes-insights,functional-consultant;business-user,dynamics-365;dynamics-sales;dynamics-sales-insights,intermediate
Integrate SharePoint and Power Automate,https://docs.microsoft.com/en-us/learn/paths/integrate-power-automate/,7,"2,893","14,267",8.72%,539,47,51,1757,12.12908745,323,135,learn-bizapps.integrate-power-automate,maker;functional-consultant;business-user,power-platform;power-automate,intermediate
Work with Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-sales-professional/,5,"5,779","26,210",8.69%,472,41,47,1757,14.16636673,922,264,learn-dynamics.work-with-dynamics-365-for-sales-pro,business-user;functional-consultant,dynamics-365;dynamics-sales,intermediate
Configure and use process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,"2,258","27,673",8.68%,403,35,36,1757,127.4227414,515,600,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Scale AI in your organization,https://docs.microsoft.com/en-us/learn/paths/scale-ai-organizations/,2,556,"2,307",8.55%,152,13,13,1757,10.58027578,343,86,learn.scale-ai-organizations,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Manage Microsoft 365 messaging organizational settings and architecture,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-architecture/,7,"1,623","16,486",8.47%,"1,015",86,100,1757,29.00348121,"1,112",211,learn-m365.m365-messaging-architecture,administrator,m365;office-365;office-exchange-server,intermediate
Build and operate machine learning solutions with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/build-operate-machine-learning-solutions-azure-databricks/,10,"2,550","38,014",8.47%,"2,185",185,191,1757,32.62494118,204,260,learn.wwl.build-operate-machine-learning-solutions-azure-databricks,data-scientist,azure-databricks;azure-machine-learning,intermediate
Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-omnichannel/,10,"1,124","15,767",8.38%,585,49,54,1757,45.16444247,502,441,learn-dynamics.work-customer-service-omnichannel,administrator;functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate
Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,3,781,"9,839",8.36%,371,31,27,1757,33.81421255,625,416,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Get started with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,"6,125","54,829",8.35%,"4,287",358,335,1757,22.03079728,"2,855",188,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner
Automate processes with Robotic Process Automation and Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/work-automation-flow/,8,"17,424","100,394",8.30%,"2,469",205,218,1757,11.16536387,401,125,learn-bizapps.work-automation-flow,maker;business-user,power-platform;power-automate,intermediate
Run Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,586,"4,173",8.26%,436,36,39,1757,18.07039249,884,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced
Design your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/design-microsoft-365-tenant/,6,"3,583","49,029",8.20%,"3,109",255,304,1757,46.4916969,380,245,learn.wwl.design-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,588,"7,368",8.19%,281,23,23,1757,36.24172336,217,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate
Sell through the commercial marketplace,https://docs.microsoft.com/en-us/learn/paths/sell-through-commercial-marketplace/,4,"1,899","10,218",8.11%,789,64,69,1757,12.27580305,143,126,learn.sell-through-commercial-marketplace,business-user;business-owner;technology-manager;administrator,azure;dynamics-365;m365;office-365;power-platform,beginner
Learn the application foundation with the AL programming language for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/application-foundation-al-language/,9,"1,982","24,639",8.09%,902,73,69,1757,39.38086108,515,505,learn-dynamics.application-foundation-al-language,developer,dynamics-365;dynamics-business-central,intermediate;beginner
Build applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/build-applications-with-azure-devops/,5,"10,574","80,119",8.09%,"3,784",306,328,1757,27.6508543,"7,047",363,learn.azdo.build-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate
Program with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/program-transact-sql/,4,"1,153","9,091",8.03%,772,62,64,1757,22.01361665,124,205,learn.wwl.program-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-supply-chain-management/,5,"4,228","60,484",8.02%,"2,617",210,221,1757,52.52277278,672,221,learn.wwl.explore-microsoft-dynamics-365-supply-chain-management,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-scm,beginner
Develop apps for Microsoft Teams – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,8,"6,428","42,811",8.02%,"1,670",134,141,1757,20.18441195,"2,966",559,learn-m365.msteams-associate,developer,m365;office-teams,intermediate
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,"2,017","16,072",7.94%,"1,587",126,149,1757,22.66366716,"1,052",84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate
Deliver engaging and accessible virtual events with Microsoft Teams and Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-virtual-events-fundamentals/,3,737,"3,722",7.93%,605,48,52,1757,10.67749887,247,75,learn-m365-pr.virtual-events-beginner,administrator;business-user,m365;office-teams,beginner
Post sales and purchase invoices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-sales-purchase-invoices-dynamics-365-business-central/,5,742,"4,159",7.91%,253,20,22,1757,14.38852201,420,224,learn-dynamics.post-sales-purchase-invoices-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Collaborate with SharePoint in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-teams-sharepoint/,4,"3,095","21,022",7.87%,"2,096",165,178,1757,14.30512655,"5,293",74,learn-m365.m365-teams-sharepoint,administrator,m365;office-365,intermediate
Work with core features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/work-core-features-marketing/,7,"1,054","13,192",7.86%,649,51,48,1757,37.03031309,897,458,learn-dynamics.work-core-features-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Learn about the data management foundation in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/data-management-foundation-business-central/,3,459,"2,400",7.83%,115,9,11,1757,11.85577342,159,189,learn-dynamics.data-management-foundation-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Work with Microsoft Cloud for Healthcare,https://docs.microsoft.com/en-us/learn/paths/work-healthcare-solution/,3,222,"1,287",7.81%,128,10,11,1757,14.78378378,74,84,learn-bizapps.work-healthcare-solution,business-user;functional-consultant,industry-solutions;mscloud-healthcare,beginner
Deploy 5G services with Azure,https://docs.microsoft.com/en-us/learn/paths/deploy-5g-services/,4,336,"1,804",7.78%,257,20,20,1757,18.67068452,57,142,learn.oxford.deploy-5g-services-with-azure,data-scientist;student,azure;azure-iot;azure-cloud-shell;azure-iot-edge;azure-iot-hub;azure-resource-manager;azure-virtual-machines,beginner
Tailor roles and design the UI for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/tailor-roles-design-ui/,4,424,"2,623",7.69%,104,8,11,1757,14.58278302,168,188,learn-dynamics.tailor-roles-design-ui,developer,dynamics-365;dynamics-business-central,intermediate
Configure and use budgeting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,663,"5,187",7.66%,431,33,37,1757,26.22071393,684,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Transform your business applications with fusion development,https://docs.microsoft.com/en-us/learn/paths/transform-business-applications-with-fusion-development/,5,"2,781","15,253",7.60%,"1,289",98,103,1757,15.08199089,441,199,learn-bizapps.transform-with-fusion-dev,maker;developer,azure;azure-api-management;dotnet;power-apps;power-platform,beginner
Deploy Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/deploy-project-operations/,3,659,"4,479",7.60%,171,13,14,1757,19.66676783,48,267,learn-dynamics.design-deploy-project-operations,administrator;functional-consultant,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate
Stay current with Windows devices and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/paths/m365-stay-current/,3,"3,205","14,800",7.59%,"1,844",140,158,1757,8.093926157,"2,892",135,learn-m365.m365-stay-current,administrator,m365;windows;office-365,intermediate
Planning Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,713,"4,852",7.53%,624,47,51,1757,21.1241468,"1,168",206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced
AZ-104: Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,"44,900","574,218",7.45%,"34,331","2,558","2,675",1757,29.14442613,"18,136",220,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner
Accelerate cloud adoption with the Microsoft Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/paths/cloud-adoption-framework/,8,"1,249","9,395",7.36%,571,42,45,1757,20.26083533,324,582,learn.accelerate-cloud-adoption,administrator;developer;solution-architect;auditor;business-analyst;business-owner;data-engineer;database-administrator;developer;devops-engineer;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,azure,beginner
Build automated workflows to integrate data and apps with Azure Logic Apps,https://docs.microsoft.com/en-us/learn/paths/build-workflows-with-logic-apps/,4,"3,036","22,846",7.34%,886,65,73,1757,26.06169851,"2,134",169,learn.build-workflows-with-logic-apps,developer,azure;azure-portal;azure-logic-apps,beginner;intermediate
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,"1,971","11,322",7.25%,"1,325",96,100,1757,14.06056993,"2,006",124,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate
Minecraft: Education Edition: Teacher Academy,https://docs.microsoft.com/en-us/learn/paths/minecraft-teacher-academy/,11,721,"6,768",7.20%,347,25,29,1757,7.30198798,34,646,learn.mec.minecraft-teacher-academy,k-12-educator;school-leader,minecraft,advanced
Build Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/build-finance-operations/,12,"3,142","45,448",7.16%,"1,076",77,90,1757,79.7059198,"1,199",805,learn-dynamics.build-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner
Use Python basics to solve mysteries and find answers,https://docs.microsoft.com/en-us/learn/paths/python-partnership/,3,"16,394","87,759",7.12%,"1,011",72,86,1757,7.115859461,"1,720",116,learn.python-partnership,developer;student,vs-code,beginner
