Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Get started with blockchain development,https://docs.microsoft.com/en-us/learn/paths/ethereum-blockchain-development/,6,"5,138","27,893",0.73%,"3,016",22,30,4173,13.98062476,728,221,learn.ethereum-blockchain-development,student,azure,beginner
Get started with cost accounting for supply chains in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/get-started-cost-accounting-supply-chains-dyn365-finance/,1,509,"2,019",16.04%,318,51,55,4173,5.48513425,708,56,learn-dynamics.get-started-cost-accounting-supply-chains-dyn365-finance,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-scm;dynamics-finance-operations,beginner
Get started with development in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/development-get-started-business-central/,6,"1,137","15,540",5.91%,778,46,49,4173,24.02421577,463,248,learn-dynamics.development-get-started-business-central,developer,dynamics-365;dynamics-business-central,beginner
Get started with Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,"1,115","8,109",9.18%,708,65,70,4173,16.00760837,930,210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,"15,704","206,741",7.95%,"6,683",531,454,4173,49.81415881,"4,653",484,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner
Get started with inventory management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-inventory-management/,2,470,"3,366",17.75%,293,52,54,4173,9.661099291,232,84,learn-dynamics.get-started-inventory-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Get started with managing Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,4,426,"4,960",10.80%,352,38,40,4173,16.80473396,149,206,learn.wwl.get-started-managing-microsoft-teams,administrator,m365;office-teams,intermediate
Get started with Microsoft data analytics,https://docs.microsoft.com/en-us/learn/paths/data-analytics-microsoft/,2,"128,139","675,008",19.35%,"38,314","7,415","8,099",4173,11.96491011,"17,357",76,learn-bizapps.get-started-data-analytics,data-analyst,power-bi,intermediate
Get started with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,"5,932","56,630",10.37%,"4,138",429,378,4173,20.09139413,"2,604",188,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner
Get started with Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/paths/m365-workplace-analytics-start/,4,"1,199","8,342",11.68%,719,84,90,4173,19.13201279,603,151,learn-m365.workplace-analytics-get-started,business-analyst;data-analyst;business-owner,m365;m365-workplace-analytics;power-bi,beginner
Get started with Microsoft Viva Topics,https://docs.microsoft.com/en-us/learn/paths/m365-viva-topics/,5,"1,130","9,412",12.39%,767,95,93,4173,18.73977876,233,114,learn-m365-pr.viva-topics,administrator,m365,beginner
Get Started with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,"3,305","20,529",4.02%,"2,191",88,92,4173,13.90918306,"1,350",188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate
Get started with Power Automate buttons,https://docs.microsoft.com/en-us/learn/paths/get-started-power-automate-buttons/,5,"2,961","27,944",18.39%,"1,468",270,270,4173,14.2041146,"1,713",268,learn-bizapps.get-started-power-automate-buttons,functional-consultant;maker;business-user,power-platform;power-automate,intermediate
Get started with Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-get-started/,2,"3,442","24,821",13.73%,"2,229",306,331,4173,12.84141003,952,82,learn-bizapps.pad-get-started,maker;developer;functional-consultant,power-platform;power-automate,beginner
Get started with SharePoint Syntex,https://docs.microsoft.com/en-us/learn/paths/syntex-get-started/,5,569,"5,209",21.11%,398,84,87,4173,17.64499121,74,95,learn-m365.syntex-get-started,administrator;business-user,m365,beginner
Get started with the features in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/get-started-features-project-operations/,7,991,"9,364",5.79%,242,14,14,4173,20.36683485,77,715,learn-dynamics.get-started-features-project-operations,functional-consultant;business-user,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate
Get started with the Linux command line and the Shell,https://docs.microsoft.com/en-us/learn/paths/shell/,2,,,,,,,4173,,4,78,learn.shell.linux-command-line,devops-engineer;administrator;developer;student,azure-devops;azure,beginner;intermediate
Get started with Trade in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/trade-get-started-dynamics-365-business-central/,2,871,"8,619",19.20%,672,129,119,4173,23.80568312,567,150,learn-dynamics.trade-get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Get started with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/get-started-winautomation/,4,513,"7,259",13.04%,368,48,49,4173,14.8637102,597,165,learn-bizapps.get-started-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,beginner
Get up and running quickly with Microsoft Vaccination Management,https://docs.microsoft.com/en-us/learn/paths/vaccination-management/,8,226,"1,945",20.00%,65,13,14,4173,4.505973451,1,242,learn-bizapps.vaccination-management,business-user;functional-consultant,industry-solutions,intermediate
GitHub fundamentals - Administration basics and product features.,https://docs.microsoft.com/en-us/learn/paths/github-administration-products/,3,"4,203","21,726",29.72%,498,148,166,4173,11.41641685,794,112,learn.github.github-administration-products,administrator;devops-engineer;technology-manager,github,intermediate
Identify guiding principles for responsible AI in government,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-government-principles/,3,"2,094","13,128",82.67%,75,62,64,4173,11.28586437,427,175,learn.responsible-ai-business-principles-government,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Identify principles and practices for responsible AI,https://docs.microsoft.com/en-us/learn/paths/responsible-ai-business-principles/,3,"2,202","14,489",26.90%,435,117,124,4173,12.10033303,889,168,learn.responsible-ai-business-principles,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Implement a Data Streaming Solution with Azure Streaming Analytics,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa/,3,"4,511","41,250",16.59%,"2,266",376,382,4173,22.21052982,"3,796",138,learn.data-ai.implement-data-streaming-with-asa,data-engineer,azure;azure-portal;azure-storage;azure-stream-analytics,beginner
Implement a Data Warehouse with Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/implement-sql-data-warehouse/,3,"1,723","17,045",20.62%,776,160,160,4173,21.00915071,"3,993",173,learn.data-ai.implement-sql-data-warehouse,data-engineer,azure;azure-portal;azure-storage;azure-synapse-analytics,beginner
Implement a secure environment for a database service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,"1,322","9,738",13.67%,900,123,128,4173,22.21256934,"1,296",150,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Implement a Windows Server hybrid cloud infrastructure,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-hybrid-cloud-infrastructure/,6,"1,722","8,614",4.77%,524,25,27,4173,11.5978223,543,430,learn.wwl.implement-windows-server-hybrid-cloud-infrastructure,administrator;solution-architect;technology-manager,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate
Implement advanced logic in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/pad-implement-advanced-logic/,5,"1,781","9,510",19.47%,416,81,84,4173,8.202844844,307,140,learn-bizapps.pad-implement-advanced-logic,maker;developer;functional-consultant,power-platform;power-automate,intermediate
Implement advanced logic in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/implement-logic-winautomation/,6,205,"1,435",35.42%,48,17,17,4173,7.020569106,146,219,learn-bizapps.implement-logic-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Implement and manage storage for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-storage/,10,"22,360","364,820",19.00%,479,91,100,4173,28.24867919,515,402,learn.azure-admin-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-data-box-family;azure-virtual-machines,beginner
Implement applications and external access in Azure AD,https://docs.microsoft.com/en-us/learn/paths/implement-applications-external-access-azure-ad/,3,153,835,10.53%,95,10,11,4173,10.3369281,90,92,learn.wwl.implement-applications-external-access-azure-ad,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement certifications in academic programs,https://docs.microsoft.com/en-us/learn/paths/academic-program-certifications/,4,206,"2,284",23.18%,151,35,36,4173,10.05032362,18,81,learn.academic-program-certifications,student;developer,azure,beginner
Implement data governance in Microsoft 365 intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-data-governance-microsoft-365-intelligence/,7,148,"1,438",11.94%,67,8,9,4173,9.465315315,71,203,learn.wwl.implement-data-governance-microsoft-365-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/implement-finance-operations/,24,"45,282","580,701",7.87%,966,76,71,4173,32.51318441,990,1438,learn-dynamics.implement-finance-operations,functional-consultant;solution-architect;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate
Implement goal management in Dynamics 365 Sales and Customer Service,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365/,2,737,"4,449",17.57%,649,114,118,4173,14.25196744,"1,214",80,learn-bizapps.applying-goal-management,business-user;functional-consultant,dynamics-365;dynamics-sales;dynamics-customer-service,beginner
Implement knowledge mining with Azure Cognitive Search,https://docs.microsoft.com/en-us/learn/paths/implement-knowledge-mining-azure-cognitive-search/,3,993,"11,814",22.67%,803,182,193,4173,25.26522323,575,155,learn.wwl.implement-knowledge-mining-azure-cognitive-search,ai-engineer;developer;solution-architect,azure;azure-cognitive-services;azure-sdks;azure-cognitive-search,intermediate
Implement Microsoft identity – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,5,"2,807","17,052",7.60%,"1,092",83,95,4173,18.03430709,"2,117",342,learn-m365.identity-associate,developer,m365;azure-active-directory,intermediate
Implement Mobile Device Management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,4,259,"1,901",14.29%,147,21,21,4173,12.37181467,101,126,learn.wwl.implement-mobile-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Implement network security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-network-security/,5,"31,142","318,685",30.32%,"2,625",796,840,4173,26.37086785,"8,260",310,learn.security.implement-network-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-application-gateway;azure-expressroute;azure-virtual-network;azure-vpn-gateway,beginner;intermediate
Implement resource management security in Azure,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,6,"56,784","764,850",39.17%,"3,173","1,243","1,294",4173,35.80730106,"9,477",207,learn.security.implement-resource-mgmt-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-resource-manager;azure-blueprints;azure-policy;azure-rbac,beginner;intermediate
Implement threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,238,"1,632",12.04%,108,13,14,4173,15.25735294,92,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
