*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2416:26:09	4	"197.218.177.069"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2412:52:24	6	"172.016.114.148"	2	"194.098.007.131"	6	"172.016.114.148"	6	"135.008.060.182"
1998-06-2411:22:56	1	"172.016.115.087"	2	"128.252.130.012"	5	"135.013.216.191"	2	"128.252.130.012"
1998-06-2417:37:24	6	"172.016.114.148"	9	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2412:46:28	1	"192.168.001.010"	3	"192.168.001.010"	4	"192.168.001.010"	3	"192.168.001.010"
1998-06-2416:58:08	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:28:49	1	"192.168.001.005"	2	"172.016.114.168"	3	"197.182.091.233"	2	"172.016.114.168"
1998-06-2415:42:13	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	10	"192.168.001.010"
1998-06-2416:49:29	6	"172.016.114.148"	3	"172.016.114.207"	6	"172.016.114.148"	7	"195.073.151.050"
1998-06-2414:01:02	1	"196.227.033.189"	1	"204.071.177.179"	3	"172.016.115.005"	1	"209.067.003.082"
1998-06-2418:52:37	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2411:05:45	1	"172.016.115.005"	2	"207.077.090.013"	3	"172.016.115.005"	2	"207.077.090.013"
1998-06-2413:40:38	1	"172.016.117.132"	2	"038.176.011.051"	3	"172.016.117.132"	2	"204.123.002.107"
1998-06-2410:32:59	1	"195.073.151.050"	2	"207.025.071.145"	3	"195.073.151.050"	2	"207.025.071.145"
1998-06-2418:17:43	9	"192.168.001.010"	2	"192.168.001.010"	9	"192.168.001.010"	9	"172.016.116.044"
1998-06-2412:49:24	1	"197.182.091.233"	2	"128.138.236.018"	2	"197.182.091.233"	2	"204.071.242.042"
1998-06-2421:11:39	1	"172.016.117.103"	1	"209.085.124.166"	1	"172.016.117.103"	1	"209.085.124.166"
1998-06-2413:46:25	1	"172.016.115.005"	3	"207.077.090.013"	5	"172.016.113.105"	3	"207.077.090.013"
1998-06-2417:16:16	1	"172.016.116.044"	2	"135.008.060.182"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2414:13:23	1	"172.016.117.132"	5	"137.245.085.134"	7	"172.016.117.132"	5	"137.245.085.134"
1998-06-2412:28:10	1	"172.016.114.168"	1	"192.168.001.001"	2	"172.016.114.168"	1	"204.071.200.074"
1998-06-2415:38:24	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2413:49:16	1	"172.016.117.052"	4	"207.077.090.013"	4	"172.016.117.132"	4	"207.077.090.013"
1998-06-2410:52:13	19	"197.218.177.069"	1	"209.001.224.012"	19	"197.218.177.069"	19	"172.016.113.050"
1998-06-2415:08:10	1	"192.168.001.005"	2	"208.215.239.071"	4	"172.016.117.111"	2	"208.215.239.071"
1998-06-2410:47:53	1	"172.016.117.103"	1	"172.016.112.207"	7	"135.013.216.191"	1	"207.158.237.174"
1998-06-2415:25:33	1	"172.016.114.050"	2	"195.115.218.108"	10	"135.013.216.191"	3	"195.115.218.108"
1998-06-2417:20:00	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2417:11:05	24	"172.016.114.148"	2	"207.025.071.145"	24	"172.016.114.148"	24	"197.218.177.069"
1998-06-2418:22:14	6	"192.168.001.010"	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"
1998-06-2414:58:03	1	"172.016.117.111"	3	"206.132.025.071"	5	"172.016.117.111"	3	"206.132.025.071"
1998-06-2413:52:26	1	"172.016.114.207"	3	"206.039.184.002"	4	"172.016.114.207"	3	"206.039.184.002"
1998-06-2417:28:17	1	"192.168.001.001"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2410:21:26	1	"172.016.117.103"	3	"172.016.112.149"	5	"172.016.112.020"	4	"192.168.001.010"
1998-06-2416:45:53	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	12	"192.168.001.010"
1998-06-2418:52:06	4	"192.168.001.010"	1	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2415:27:46	1	"172.016.115.005"	2	"136.149.142.178"	4	"172.016.115.005"	2	"172.016.114.207"
1998-06-2409:45:41	6	"172.016.114.148"	2	"129.079.254.195"	6	"172.016.114.148"	6	"195.073.151.050"
1998-06-2412:56:52	1	"172.016.114.169"	2	"152.163.212.112"	2	"172.016.114.169"	2	"152.163.212.112"
1998-06-2408:35:47	1	"196.227.033.189"	18	"209.001.224.012"	20	"172.016.115.234"	18	"209.001.224.012"
1998-06-2415:22:57	1	"172.016.114.168"	2	"136.149.142.178"	2	"172.016.114.148"	2	"136.149.142.178"
1998-06-2423:55:59	1	"172.016.116.194"	2	"209.001.224.012"	2	"172.016.116.194"	2	"209.001.224.012"
1998-06-2417:46:31	4	"192.168.001.010"	5	"192.168.001.010"	6	"172.016.116.044"	5	"192.168.001.010"
1998-06-2413:47:58	1	"196.227.033.189"	3	"196.227.033.189"	10	"196.227.033.189"	4	"196.227.033.189"
1998-06-2414:31:23	1	"172.016.117.132"	2	"195.200.004.018"	4	"172.016.114.168"	2	"195.200.004.018"
1998-06-2414:59:21	4	"197.218.177.069"	2	"131.084.001.034"	4	"197.218.177.069"	4	"197.218.177.069"
1998-06-2415:50:55	22	"172.016.114.148"	4	"192.168.001.010"	22	"172.016.114.148"	22	"196.037.075.158"
1998-06-2417:32:12	3	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2412:08:38	1	"192.168.001.005"	1	"137.245.085.134"	2	"172.016.112.020"	2	"194.007.248.153"
1998-06-2414:01:51	1	"195.115.218.108"	2	"172.016.114.169"	4	"172.016.115.005"	2	"208.134.241.217"
1998-06-2413:12:55	1	"172.016.115.005"	2	"207.025.071.145"	3	"172.016.115.005"	2	"207.025.071.145"
1998-06-2412:36:33	1	"172.016.114.148"	2	"205.181.112.065"	3	"172.016.112.194"	2	"205.181.112.065"
1998-06-2410:36:49	1	"197.218.177.069"	1	"172.016.113.105"	3	"197.218.177.069"	2	"172.016.114.168"
1998-06-2414:00:18	1	"172.016.117.111"	2	"196.227.033.189"	5	"172.016.114.168"	2	"196.227.033.189"
1998-06-2410:55:26	22	"172.016.114.148"	1	"195.115.218.108"	22	"172.016.114.148"	22	"195.115.218.108"
1998-06-2418:25:53	6	"192.168.001.010"	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"
1998-06-2414:25:03	1	"195.115.218.108"	3	"209.061.101.125"	8	"195.115.218.108"	3	"209.061.101.125"
1998-06-2412:48:10	1	"172.016.115.087"	2	"139.072.190.030"	2	"172.016.114.169"	2	"139.072.190.030"
1998-06-2417:01:41	1	"172.016.114.207"	4	"172.016.114.050"	5	"195.115.218.108"	4	"172.016.114.050"
1998-06-2410:48:31	1	"192.168.001.001"	2	"207.158.237.174"	9	"135.013.216.191"	2	"207.158.237.174"
1998-06-2409:12:05	225	"207.103.080.104"	45	"172.016.116.201"	225	"207.103.080.104"	45	"172.016.116.201"
1998-06-2408:52:48	1	"192.168.001.010"	1	"197.182.091.233"	2	"192.168.001.010"	1	"197.182.091.233"
1998-06-2414:12:31	1	"172.016.117.052"	5	"137.245.085.134"	6	"197.182.091.233"	5	"137.245.085.134"
1998-06-2411:15:05	1	"172.016.115.005"	3	"204.146.018.033"	5	"172.016.115.005"	3	"204.146.018.033"
1998-06-2417:46:08	1	"172.016.116.201"	4	"192.168.001.010"	5	"172.016.116.044"	4	"192.168.001.010"
1998-06-2415:25:42	1	"194.027.251.021"	2	"172.016.114.168"	11	"135.013.216.191"	3	"195.115.218.108"
1998-06-2418:50:44	1	"172.016.116.201"	3	"192.096.145.004"	3	"172.016.116.201"	3	"192.096.145.004"
1998-06-2412:23:06	24	"197.218.177.069"	2	"136.149.142.178"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2412:23:15	24	"197.218.177.069"	1	"207.077.090.028"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2416:17:45	2	"172.016.116.044"	17	"192.168.001.010"	17	"172.016.116.044"	17	"192.168.001.010"
1998-06-2423:59:22	1	"172.016.115.005"	1	"209.049.066.074"	1	"172.016.115.005"	1	"209.049.066.074"
1998-06-2414:20:14	2	"197.218.177.069"	2	"208.194.115.053"	3	"194.027.251.021"	3	"172.016.112.194"
1998-06-2409:09:38	1	"172.016.114.148"	5	"196.037.075.158"	5	"172.016.114.168"	6	"196.037.075.158"
1998-06-2410:23:05	1	"172.016.114.050"	2	"172.016.112.207"	7	"135.013.216.191"	2	"172.016.114.207"
1998-06-2409:32:27	1	"172.016.114.168"	2	"209.085.124.166"	3	"172.016.114.168"	2	"209.085.124.166"
1998-06-2417:56:01	6	"192.168.001.010"	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"
1998-06-2415:27:43	1	"197.182.091.233"	2	"136.149.142.178"	4	"172.016.115.005"	2	"172.016.114.207"
1998-06-2411:03:51	1	"172.016.115.087"	2	"167.008.029.016"	3	"172.016.115.005"	2	"205.181.112.122"
1998-06-2415:17:59	1	"172.016.115.005"	1	"205.169.236.247"	5	"172.016.115.005"	1	"209.116.084.055"
1998-06-2414:14:18	1	"195.115.218.108"	4	"128.192.252.005"	5	"172.016.114.168"	4	"128.192.252.005"
1998-06-2422:27:53	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2417:48:13	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2415:24:00	15	"197.218.177.069"	1	"172.016.112.194"	15	"197.218.177.069"	13	"172.016.112.194"
1998-06-2410:53:58	1	"172.016.114.168"	4	"207.025.071.178"	4	"172.016.115.087"	4	"207.025.071.178"
1998-06-2413:45:11	1	"197.218.177.069"	2	"131.084.001.031"	4	"196.037.075.158"	2	"131.084.001.031"
1998-06-2415:39:32	22	"197.218.177.069"	4	"192.168.001.010"	22	"197.218.177.069"	23	"172.016.113.204"
1998-06-2413:09:29	1	"172.016.113.204"	3	"207.025.071.178"	5	"172.016.113.204"	3	"207.025.071.178"
1998-06-2410:13:23	1	"172.016.117.052"	3	"192.168.001.020"	10	"196.037.075.158"	3	"196.037.075.158"
1998-06-2415:33:22	2	"172.016.116.044"	6	"192.168.001.010"	4	"172.016.116.044"	6	"192.168.001.010"
1998-06-2417:15:39	1	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2415:02:58	1	"172.016.117.111"	3	"206.132.025.071"	5	"172.016.117.111"	3	"206.132.025.071"
1998-06-2415:33:01	1	"172.016.116.044"	2	"198.097.093.030"	4	"172.016.113.105"	2	"198.097.093.030"
1998-06-2414:15:42	1	"195.115.218.108"	1	"172.016.114.050"	3	"135.008.060.182"	2	"172.016.112.207"
1998-06-2413:53:39	1	"194.027.251.021"	3	"156.046.046.226"	4	"172.016.114.207"	3	"156.046.046.226"
1998-06-2419:22:23	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2416:28:15	1	"196.037.075.158"	8	"192.168.001.010"	7	"196.037.075.158"	8	"192.168.001.010"
1998-06-2413:19:59	1	"172.016.117.132"	2	"172.016.114.207"	3	"172.016.116.194"	2	"172.016.114.207"
1998-06-2414:02:49	1	"172.016.114.148"	2	"207.025.071.145"	4	"172.016.117.132"	2	"209.001.224.012"
1998-06-2410:35:59	2	"197.218.177.069"	2	"135.013.216.191"	2	"197.218.177.069"	2	"172.016.114.148"
1998-06-2418:09:56	2	"192.168.001.010"	4	"192.168.001.010"	5	"172.016.116.201"	4	"192.168.001.010"
1998-06-2418:38:08	1	"192.168.001.005"	1	"192.168.001.005"	1	"192.168.001.005"	1	"208.028.204.071"
1998-06-2413:22:24	1	"172.016.114.169"	4	"204.029.144.016"	5	"172.016.113.105"	4	"204.029.144.016"
1998-06-2416:34:57	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2410:43:14	4	"197.218.177.069"	1	"172.016.112.207"	4	"197.218.177.069"	5	"172.016.112.149"
1998-06-2417:28:27	1	"192.168.001.005"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2413:17:12	1	"197.182.091.233"	2	"172.016.114.169"	4	"197.182.091.233"	2	"172.016.114.169"
1998-06-2415:45:43	22	"197.218.177.069"	4	"192.168.001.010"	22	"197.218.177.069"	22	"172.016.112.207"
1998-06-2414:13:04	1	"195.115.218.108"	4	"137.245.085.134"	6	"172.016.117.132"	4	"137.245.085.134"
1998-06-2418:12:42	5	"192.168.001.010"	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"
1998-06-2414:40:38	1	"195.073.151.050"	1	"209.003.101.137"	5	"195.073.151.050"	1	"209.003.101.137"
1998-06-2411:54:53	1	"172.016.114.148"	2	"135.013.216.191"	2	"172.016.114.169"	2	"135.013.216.191"
1998-06-2411:35:46	1	"196.227.033.189"	1	"192.151.011.032"	9	"196.227.033.189"	1	"209.067.183.024"
1998-06-2408:22:40	1	"172.016.112.194"	1	"197.218.177.069"	4	"172.016.112.194"	1	"197.218.177.069"
1998-06-2409:36:42	4	"197.218.177.069"	1	"172.016.113.105"	4	"197.218.177.069"	4	"172.016.112.207"
1998-06-2416:01:48	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2417:48:48	2	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2417:03:54	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2410:03:19	1	"194.007.248.153"	2	"198.233.040.006"	2	"172.016.117.103"	2	"198.233.040.006"
1998-06-2417:57:24	2	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.020"
1998-06-2415:14:19	1	"194.007.248.153"	4	"207.025.071.027"	4	"194.027.251.021"	4	"207.025.071.027"
1998-06-2417:06:53	1	"172.016.117.111"	2	"207.077.090.013"	4	"172.016.117.111"	2	"207.077.090.013"
1998-06-2413:44:21	1	"194.027.251.021"	2	"167.008.029.016"	3	"196.037.075.158"	2	"207.082.250.251"
1998-06-2417:07:37	1	"194.007.248.153"	2	"192.168.001.010"	2	"194.007.248.153"	3	"135.008.060.182"
1998-06-2413:12:10	1	"172.016.114.169"	2	"204.071.242.042"	3	"172.016.114.168"	2	"207.178.060.131"
1998-06-2408:38:07	1	"192.168.001.005"	16	"207.149.073.206"	17	"172.016.113.204"	16	"207.149.073.206"
1998-06-2415:07:19	1	"172.016.117.111"	3	"155.223.064.002"	4	"172.016.117.111"	3	"155.223.064.002"
1998-06-2414:08:54	1	"172.016.115.005"	3	"137.245.085.134"	5	"172.016.117.132"	3	"137.245.085.134"
1998-06-2416:38:47	22	"197.218.177.069"	10	"192.168.001.010"	22	"197.218.177.069"	22	"172.016.112.149"
1998-06-2408:58:27	1	"172.016.116.194"	2	"134.205.165.120"	3	"172.016.114.207"	2	"134.205.165.120"
1998-06-2417:44:55	1	"172.016.116.201"	1	"198.187.003.006"	1	"194.007.248.153"	1	"198.187.003.006"
1998-06-2411:36:09	1	"172.016.115.005"	2	"192.041.009.232"	4	"172.016.115.005"	2	"192.041.009.232"
1998-06-2412:00:46	1	"172.016.114.169"	2	"203.018.051.047"	6	"135.008.060.182"	2	"203.018.051.047"
1998-06-2412:21:36	1	"195.073.151.050"	2	"172.016.112.194"	2	"195.073.151.050"	2	"194.027.251.021"
1998-06-2411:53:27	1	"196.227.033.189"	4	"209.008.150.031"	5	"196.227.033.189"	4	"209.008.150.031"
1998-06-2413:48:31	1	"196.227.033.189"	4	"195.115.218.108"	5	"172.016.113.204"	4	"195.115.218.108"
1998-06-2410:41:51	1	"172.016.113.204"	2	"192.168.001.020"	6	"135.013.216.191"	2	"207.025.071.027"
1998-06-2418:11:57	2	"192.168.001.010"	2	"192.168.001.010"	3	"172.016.116.201"	2	"204.123.002.075"
1998-06-2416:01:03	6	"197.218.177.069"	6	"192.168.001.010"	9	"197.218.177.069"	8	"172.016.112.149"
1998-06-2413:44:17	1	"194.027.251.021"	2	"207.082.250.251"	2	"194.027.251.021"	2	"207.082.250.251"
1998-06-2418:28:50	2	"172.016.116.044"	2	"172.016.114.050"	2	"196.227.033.189"	2	"208.226.198.094"
1998-06-2416:12:50	2	"172.016.116.044"	13	"192.168.001.010"	13	"172.016.116.044"	13	"192.168.001.010"
1998-06-2417:31:20	4	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2417:29:41	1	"172.016.116.201"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2417:30:25	3	"192.168.001.010"	2	"206.137.188.007"	3	"192.168.001.010"	2	"206.137.188.007"
1998-06-2412:41:54	1	"194.027.251.021"	2	"207.046.148.250"	2	"172.016.115.087"	2	"207.046.148.250"
1998-06-2413:47:16	1	"196.227.033.189"	3	"207.077.090.013"	7	"196.227.033.189"	3	"207.077.090.013"
1998-06-2410:12:05	1	"195.073.151.050"	3	"207.025.071.145"	6	"195.073.151.050"	3	"207.025.071.145"
1998-06-2417:36:50	2	"172.016.116.044"	6	"192.168.001.010"	5	"172.016.116.044"	6	"192.168.001.010"
1998-06-2409:51:46	6	"197.218.177.069"	3	"209.043.240.171"	6	"197.218.177.069"	6	"172.016.113.084"
1998-06-2416:25:36	5	"172.016.114.148"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2416:33:29	402	"197.182.091.233"	5	"192.168.001.010"	417	"197.182.091.233"	5	"192.168.001.010"
1998-06-2412:11:40	1	"172.016.117.052"	2	"204.071.177.217"	2	"172.016.117.052"	2	"204.162.080.136"
1998-06-2417:07:51	1	"195.073.151.050"	5	"192.168.001.010"	4	"172.016.116.044"	5	"192.168.001.010"
1998-06-2413:52:35	1	"172.016.117.132"	3	"206.039.184.002"	4	"195.115.218.108"	3	"206.039.184.002"
1998-06-2411:19:47	1	"196.037.075.158"	2	"194.007.248.153"	4	"172.016.114.207"	3	"172.016.112.207"
1998-06-2504:34:08	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2413:07:32	1	"197.218.177.069"	1	"172.016.114.050"	6	"172.016.114.169"	1	"209.185.105.080"
1998-06-2411:38:04	1	"172.016.115.087"	2	"192.150.012.103"	3	"172.016.115.087"	2	"192.150.012.103"
1998-06-2409:22:48	4	"172.016.114.148"	3	"172.016.114.050"	4	"172.016.114.148"	4	"135.013.216.191"
1998-06-2410:18:27	1	"172.016.117.103"	2	"204.123.002.075"	5	"196.227.033.189"	2	"207.046.148.250"
1998-06-2417:23:05	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2418:02:46	2	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2412:09:23	1	"172.016.117.052"	2	"206.039.184.002"	5	"194.027.251.021"	3	"194.007.248.153"
1998-06-2415:07:43	1	"172.016.112.194"	2	"207.046.148.250"	5	"172.016.117.111"	2	"209.060.043.230"
1998-06-2413:27:32	1	"172.016.116.194"	4	"134.205.165.120"	7	"172.016.114.169"	4	"134.205.165.120"
1998-06-2408:55:00	1	"172.016.116.194"	1	"209.061.101.125"	1	"172.016.116.194"	1	"209.061.101.125"
1998-06-2414:24:28	1	"172.016.114.207"	3	"209.061.101.125"	5	"172.016.114.168"	3	"209.061.101.125"
1998-06-2415:27:36	1	"172.016.115.005"	2	"198.253.187.003"	5	"172.016.115.005"	2	"198.253.187.003"
1998-06-2414:12:20	1	"197.182.091.233"	4	"137.245.085.134"	6	"197.182.091.233"	4	"137.245.085.134"
1998-06-2408:45:52	1	"192.168.001.010"	26	"209.116.084.055"	30	"172.016.113.204"	26	"209.116.084.055"
1998-06-2413:22:15	1	"172.016.115.005"	3	"204.029.144.016"	4	"172.016.113.105"	3	"204.250.200.020"
1998-06-2413:19:45	1	"195.073.151.050"	2	"134.205.165.120"	3	"172.016.116.194"	2	"194.007.248.153"
1998-06-2418:14:21	3	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2417:54:48	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2416:43:14	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2411:38:17	1	"192.168.001.005"	2	"196.227.033.189"	3	"172.016.115.087"	2	"204.071.200.074"
1998-06-2416:18:35	4	"172.016.114.148"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:36:36	6	"197.218.177.069"	1	"172.016.113.105"	6	"197.218.177.069"	6	"172.016.112.207"
1998-06-2413:47:39	1	"196.227.033.189"	2	"172.016.114.148"	7	"196.227.033.189"	3	"196.227.033.189"
1998-06-2417:10:48	3	"172.016.114.148"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2411:23:10	1	"195.115.218.108"	2	"128.252.130.012"	4	"172.016.112.207"	2	"128.252.130.012"
1998-06-2411:34:24	1	"197.218.177.069"	1	"172.016.114.168"	3	"197.218.177.069"	2	"172.016.114.168"
1998-06-2412:22:40	1	"172.016.116.201"	2	"135.013.216.191"	3	"172.016.113.105"	3	"135.013.216.191"
1998-06-2408:17:36	2	"192.168.001.010"	2	"192.168.001.020"	2	"192.168.001.010"	2	"195.115.218.108"
1998-06-2500:13:19	1	"172.016.116.194"	1	"205.131.175.020"	1	"172.016.116.194"	1	"205.131.175.020"
1998-06-2415:05:17	1	"196.037.075.158"	3	"134.205.165.120"	5	"196.037.075.158"	3	"195.115.218.108"
1998-06-2409:08:50	1	"192.168.001.001"	2	"192.151.011.032"	3	"172.016.114.169"	2	"192.151.011.032"
1998-06-2409:34:08	4	"172.016.114.148"	3	"204.146.018.033"	6	"172.016.114.207"	6	"194.027.251.021"
1998-06-2410:43:05	4	"197.218.177.069"	1	"197.218.177.069"	4	"197.218.177.069"	4	"172.016.112.149"
1998-06-2417:28:42	1	"192.168.001.005"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2421:02:03	1	"172.016.112.020"	1	"187.187.187.187"	1	"172.016.117.103"	1	"192.168.001.010"
1998-06-2415:07:09	1	"172.016.115.005"	3	"155.223.064.002"	3	"172.016.115.005"	3	"155.223.064.002"
1998-06-2417:18:08	1	"194.007.248.153"	2	"192.168.001.010"	2	"172.016.116.044"	3	"192.168.001.010"
1998-06-2417:05:19	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2413:54:16	1	"172.016.114.207"	3	"206.039.184.002"	5	"172.016.114.168"	3	"206.039.184.002"
1998-06-2413:56:50	1	"172.016.117.132"	2	"209.061.101.125"	4	"172.016.114.207"	2	"209.061.101.125"
1998-06-2413:57:35	1	"172.016.117.052"	2	"197.182.091.233"	4	"172.016.114.169"	2	"206.132.025.071"
1998-06-2411:49:35	1	"196.227.033.189"	3	"135.013.216.191"	4	"172.016.112.149"	4	"135.013.216.191"
1998-06-2412:12:58	1	"196.227.033.189"	2	"172.016.112.207"	4	"196.227.033.189"	2	"195.073.151.050"
1998-06-2413:07:09	1	"196.037.075.158"	1	"208.144.113.029"	2	"197.218.177.069"	1	"209.185.105.080"
1998-06-2408:59:42	13	"197.218.177.069"	1	"195.073.151.050"	13	"197.218.177.069"	13	"172.016.112.207"
1998-06-2410:10:19	1	"172.016.117.103"	1	"195.073.151.050"	3	"172.016.117.103"	1	"209.001.112.251"
1998-06-2411:11:20	1	"172.016.114.050"	3	"136.149.142.178"	3	"172.016.115.005"	3	"136.149.142.178"
1998-06-2418:09:30	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2422:44:57	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2416:33:16	505	"197.182.091.233"	5	"192.168.001.010"	520	"197.182.091.233"	5	"197.182.091.233"
1998-06-2417:08:57	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:54:19	2	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2414:34:08	1	"172.016.117.132"	2	"197.218.177.069"	8	"172.016.114.207"	2	"204.096.116.009"
1998-06-2414:59:32	4	"197.218.177.069"	4	"206.132.025.071"	4	"197.218.177.069"	4	"206.132.025.071"
1998-06-2415:24:20	24	"197.218.177.069"	2	"136.149.142.178"	24	"197.218.177.069"	24	"172.016.114.169"
1998-06-2413:04:22	1	"172.016.114.169"	3	"209.001.224.012"	8	"172.016.113.105"	3	"209.001.224.012"
1998-06-2413:10:19	1	"172.016.117.132"	2	"207.178.060.131"	3	"172.016.113.105"	2	"207.178.060.131"
1998-06-2415:02:06	1	"172.016.117.132"	2	"137.245.085.134"	4	"172.016.117.132"	2	"209.025.045.061"
1998-06-2410:01:59	11	"197.218.177.069"	1	"172.016.114.169"	11	"197.218.177.069"	11	"172.016.114.169"
1998-06-2410:16:11	1	"194.007.248.153"	2	"196.037.075.158"	2	"194.007.248.153"	2	"196.037.075.158"
1998-06-2411:24:47	1	"194.027.251.021"	1	"172.016.114.050"	3	"172.016.115.005"	1	"209.068.008.234"
1998-06-2408:48:02	1	"172.016.113.204"	15	"152.163.210.008"	18	"172.016.113.204"	15	"208.140.130.007"
1998-06-2409:15:32	1	"172.016.114.168"	1	"172.016.113.105"	3	"196.037.075.158"	1	"208.204.243.247"
1998-06-2409:40:00	1	"197.182.091.233"	1	"209.043.240.171"	1	"197.218.177.069"	1	"209.043.240.171"
1998-06-2418:26:37	4	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
